Latitude (decimal degrees):	6.160
Longitude (decimal degrees):	-75.580
Elevation (m):	1618
Radiation database:	PVGIS-ERA5


Slope: 90 deg. 
Azimuth: -179 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230611:0130,0.0,0.0,0.0,0.0,15.16,0.62,0.0
20230611:0230,0.0,0.0,0.0,0.0,14.82,0.62,0.0
20230611:0330,0.0,0.0,0.0,0.0,14.51,0.69,0.0
20230611:0430,0.0,0.0,0.0,0.0,14.45,0.62,0.0
20230611:0530,0.0,0.0,0.0,0.0,14.62,0.55,0.0
20230611:0630,0.0,0.0,0.0,0.0,14.24,0.41,0.0
20230611:0730,0.0,0.0,0.0,0.0,13.72,0.55,0.0
20230611:0830,0.0,0.0,0.0,0.0,13.36,0.76,0.0
20230611:0930,0.0,0.0,0.0,0.0,13.07,0.76,0.0
20230611:1030,0.0,0.0,0.0,-4.84,12.81,0.76,0.0
20230611:1130,0.0,16.13,4.53,8.88,12.37,0.69,0.0
20230611:1230,138.27,78.58,25.22,22.67,13.85,0.83,0.0
20230611:1330,176.99,98.63,45.49,36.38,15.52,0.9,0.0
20230611:1430,220.9,93.81,67.76,49.76,17.19,0.83,0.0
20230611:1530,232.93,72.04,80.27,62.17,19.09,1.1,0.0
20230611:1630,253.02,60.45,92.99,71.43,20.35,1.1,0.0
20230611:1730,240.42,71.44,92.27,71.76,21.71,1.1,0.0
20230611:1830,212.82,70.95,77.49,62.85,22.3,1.03,0.0
20230611:1930,201.73,74.2,64.16,50.54,21.94,0.97,0.0
20230611:2030,197.64,69.48,48.33,37.19,20.56,0.9,0.0
20230611:2130,166.89,66.16,28.51,23.5,19.52,0.83,0.0
20230611:2230,126.51,34.37,9.25,9.7,18.64,0.76,0.0
20230611:2330,0.0,0.0,0.0,-4.03,17.65,0.97,0.0
20230612:0030,0.0,0.0,0.0,0.0,16.58,0.9,0.0
20230612:0130,0.0,0.0,0.0,0.0,15.61,0.9,0.0
20230612:0230,0.0,0.0,0.0,0.0,14.67,0.97,0.0
20230612:0330,0.0,0.0,0.0,0.0,14.15,0.97,0.0
20230612:0430,0.0,0.0,0.0,0.0,13.49,0.9,0.0
20230612:0530,0.0,0.0,0.0,0.0,12.86,0.76,0.0
20230612:0630,0.0,0.0,0.0,0.0,12.76,0.76,0.0
20230612:0730,0.0,0.0,0.0,0.0,13.05,0.76,0.0
20230612:0830,0.0,0.0,0.0,0.0,12.61,0.9,0.0
20230612:0930,0.0,0.0,0.0,0.0,12.39,0.83,0.0
20230612:1030,0.0,0.0,0.0,-4.88,12.27,0.76,0.0
20230612:1130,0.0,15.79,4.43,8.84,12.07,0.55,0.0
20230612:1230,165.54,86.72,28.45,22.62,12.99,0.34,0.0
20230612:1330,259.24,71.12,54.77,36.33,15.94,0.34,0.0
20230612:1430,270.14,71.66,75.67,49.69,18.4,0.41,0.0
20230612:1530,274.06,56.62,89.5,62.09,20.21,0.62,0.0
20230612:1630,269.15,58.38,97.68,71.35,21.52,0.69,0.0
20230612:1730,256.28,68.68,96.87,71.72,22.44,0.83,0.0
20230612:1830,228.98,100.74,87.66,62.85,22.83,1.1,0.0
20230612:1930,186.83,107.52,65.78,50.56,23.03,1.24,0.0
20230612:2030,169.36,100.12,47.8,37.23,22.37,1.31,0.0
20230612:2130,120.29,80.99,25.93,23.54,21.34,1.03,0.0
20230612:2230,24.95,35.98,7.12,9.75,19.79,1.03,0.0
20230612:2330,0.0,0.0,0.0,-3.97,18.53,0.83,0.0
20230613:0030,0.0,0.0,0.0,0.0,17.33,0.83,0.0
20230613:0130,0.0,0.0,0.0,0.0,16.48,0.76,0.0
20230613:0230,0.0,0.0,0.0,0.0,15.51,0.97,0.0
20230613:0330,0.0,0.0,0.0,0.0,14.78,0.83,0.0
20230613:0430,0.0,0.0,0.0,0.0,14.04,0.55,0.0
20230613:0530,0.0,0.0,0.0,0.0,13.46,0.62,0.0
20230613:0630,0.0,0.0,0.0,0.0,13.11,0.55,0.0
20230613:0730,0.0,0.0,0.0,0.0,12.42,0.9,0.0
20230613:0830,0.0,0.0,0.0,0.0,12.35,0.97,0.0
20230613:0930,0.0,0.0,0.0,0.0,12.27,1.1,0.0
20230613:1030,0.0,0.0,0.0,-4.91,12.32,1.1,0.0
20230613:1130,0.0,19.21,5.4,8.79,12.27,1.17,0.0
20230613:1230,74.17,97.62,23.22,22.57,13.35,0.9,0.0
20230613:1330,139.21,135.55,45.17,36.27,15.55,0.76,0.0
20230613:1430,173.71,142.98,64.48,49.63,17.89,0.62,0.0
20230613:1530,199.23,149.32,83.25,62.02,19.72,0.76,0.0
20230613:1630,188.63,156.27,88.29,71.27,21.12,0.97,0.0
20230613:1730,214.24,127.88,93.06,71.68,22.01,1.24,0.0
20230613:1830,237.55,95.64,89.21,62.85,22.53,1.24,0.0
20230613:1930,215.19,97.61,71.21,50.58,23.35,1.52,0.0
20230613:2030,205.74,99.06,54.11,37.26,22.85,0.97,0.0
20230613:2130,133.94,80.93,27.2,23.58,22.2,0.76,0.0
20230613:2230,60.3,39.51,8.08,9.8,20.71,0.28,0.0
20230613:2330,0.0,0.0,0.0,-3.92,19.23,0.28,0.0
20230614:0030,0.0,0.0,0.0,0.0,17.44,0.83,0.0
20230614:0130,0.0,0.0,0.0,0.0,16.03,0.76,0.0
20230614:0230,0.0,0.0,0.0,0.0,15.34,1.03,0.0
20230614:0330,0.0,0.0,0.0,0.0,14.61,1.1,0.0
20230614:0430,0.0,0.0,0.0,0.0,14.01,1.03,0.0
20230614:0530,0.0,0.0,0.0,0.0,13.45,1.1,0.0
20230614:0630,0.0,0.0,0.0,0.0,12.97,1.1,0.0
20230614:0730,0.0,0.0,0.0,0.0,13.13,1.1,0.0
20230614:0830,0.0,0.0,0.0,0.0,12.9,1.03,0.0
20230614:0930,0.0,0.0,0.0,0.0,12.88,1.1,0.0
20230614:1030,0.0,0.0,0.0,-4.95,12.87,0.9,0.0
20230614:1130,0.0,19.76,5.55,8.75,12.44,0.9,0.0
20230614:1230,73.59,89.26,21.82,22.52,13.91,0.76,0.0
20230614:1330,102.14,142.13,40.98,36.21,15.88,0.83,0.0
20230614:1430,137.71,167.95,60.66,49.57,17.79,0.76,0.0
20230614:1530,135.8,201.13,74.29,61.95,19.51,0.76,0.0
20230614:1630,162.42,179.45,83.76,71.2,20.77,0.83,0.0
20230614:1730,150.61,191.25,83.12,71.65,21.57,1.31,0.0
20230614:1830,140.83,175.56,73.55,62.86,22.03,1.31,0.0
20230614:1930,114.94,139.53,53.5,50.61,21.22,1.31,0.0
20230614:2030,85.11,112.23,35.44,37.3,20.7,0.55,0.0
20230614:2130,42.28,73.47,17.91,23.62,19.88,0.14,0.0
20230614:2230,31.81,29.39,6.15,9.85,18.67,0.34,0.0
20230614:2330,0.0,0.0,0.0,-3.86,17.8,0.48,0.0
20230615:0030,0.0,0.0,0.0,0.0,16.83,0.76,0.0
20230615:0130,0.0,0.0,0.0,0.0,16.16,0.97,0.0
20230615:0230,0.0,0.0,0.0,0.0,15.45,1.1,0.0
20230615:0330,0.0,0.0,0.0,0.0,14.81,1.1,0.0
20230615:0430,0.0,0.0,0.0,0.0,14.09,0.97,0.0
20230615:0530,0.0,0.0,0.0,0.0,13.48,0.83,0.0
20230615:0630,0.0,0.0,0.0,0.0,12.87,0.76,0.0
20230615:0730,0.0,0.0,0.0,0.0,13.29,1.24,0.0
20230615:0830,0.0,0.0,0.0,0.0,12.84,1.03,0.0
20230615:0930,0.0,0.0,0.0,0.0,12.38,0.97,0.0
20230615:1030,0.0,0.0,0.0,-4.99,12.19,0.97,0.0
20230615:1130,0.0,16.5,4.63,8.7,12.37,1.03,0.0
20230615:1230,18.17,65.12,14.14,22.47,13.36,0.83,0.0
20230615:1330,22.35,121.26,27.01,36.16,14.57,0.55,0.0
20230615:1430,31.95,151.38,36.4,49.51,16.28,0.41,0.0
20230615:1530,46.32,216.94,54.38,61.89,17.73,0.34,0.0
20230615:1630,57.26,217.94,59.35,71.14,19.08,0.48,0.0
20230615:1730,109.79,166.33,65.74,71.63,19.88,0.62,0.0
20230615:1830,151.18,173.43,76.07,62.87,20.68,0.76,0.0
20230615:1930,165.48,139.16,65.43,50.64,21.27,1.17,0.0
20230615:2030,185.45,103.19,50.95,37.34,21.27,1.31,0.0
20230615:2130,146.12,87.04,29.21,23.67,20.75,1.24,0.0
20230615:2230,71.46,43.85,8.88,9.9,18.54,0.9,0.0
20230615:2330,0.0,0.0,0.0,-3.81,17.21,0.97,0.0
20230616:0030,0.0,0.0,0.0,0.0,16.16,1.1,0.0
20230616:0130,0.0,0.0,0.0,0.0,15.15,1.17,0.0
20230616:0230,0.0,0.0,0.0,0.0,14.5,1.17,0.0
20230616:0330,0.0,0.0,0.0,0.0,14.1,1.17,0.0
20230616:0430,0.0,0.0,0.0,0.0,13.55,1.03,0.0
20230616:0530,0.0,0.0,0.0,0.0,13.09,1.03,0.0
20230616:0630,0.0,0.0,0.0,0.0,12.75,0.97,0.0
20230616:0730,0.0,0.0,0.0,0.0,12.68,0.76,0.0
20230616:0830,0.0,0.0,0.0,0.0,12.32,0.69,0.0
20230616:0930,0.0,0.0,0.0,0.0,12.17,0.69,0.0
20230616:1030,0.0,0.0,0.0,-5.03,11.7,0.83,0.0
20230616:1130,0.0,15.5,4.35,8.66,11.69,0.97,0.0
20230616:1230,190.53,66.71,27.71,22.42,13.3,0.76,0.0
20230616:1330,243.5,81.52,52.91,36.11,15.99,0.9,0.0
20230616:1430,236.02,96.74,70.67,49.45,18.39,0.83,0.0
20230616:1530,253.68,78.83,86.26,61.83,19.78,0.83,0.0
20230616:1630,268.39,70.99,98.61,71.09,21.1,1.45,0.0
20230616:1730,253.83,69.12,95.0,71.61,21.88,1.66,0.0
20230616:1830,223.05,93.52,83.68,62.88,22.34,1.66,0.0
20230616:1930,200.82,67.63,62.17,50.67,20.86,1.24,0.0
20230616:2030,111.46,110.95,39.45,37.38,19.98,0.83,0.0
20230616:2130,63.82,51.91,16.13,23.71,19.22,0.62,0.0
20230616:2230,48.67,33.67,7.11,9.95,17.77,0.62,0.0
20230616:2330,0.0,0.0,0.0,-3.76,17.12,0.69,0.0
20230617:0030,0.0,0.0,0.0,0.0,16.13,0.62,0.0
20230617:0130,0.0,0.0,0.0,0.0,15.4,0.62,0.0
20230617:0230,0.0,0.0,0.0,0.0,14.77,0.76,0.0
20230617:0330,0.0,0.0,0.0,0.0,14.16,0.97,0.0
20230617:0430,0.0,0.0,0.0,0.0,13.77,1.03,0.0
20230617:0530,0.0,0.0,0.0,0.0,13.38,0.9,0.0
20230617:0630,0.0,0.0,0.0,0.0,12.74,0.76,0.0
20230617:0730,0.0,0.0,0.0,0.0,12.75,0.69,0.0
20230617:0830,0.0,0.0,0.0,0.0,12.13,0.76,0.0
20230617:0930,0.0,0.0,0.0,0.0,11.92,0.69,0.0
20230617:1030,0.0,0.0,0.0,-5.07,11.38,0.83,0.0
20230617:1130,0.0,15.34,4.31,8.61,11.32,0.83,0.0
20230617:1230,75.32,81.31,20.55,22.38,12.9,0.55,0.0
20230617:1330,117.68,127.94,40.56,36.05,15.09,0.69,0.0
20230617:1430,155.94,128.94,57.67,49.39,16.58,0.55,0.0
20230617:1530,168.25,119.07,68.45,61.77,18.2,0.62,0.0
20230617:1630,180.19,104.81,75.62,71.04,19.46,0.9,0.0
20230617:1730,191.89,118.56,83.09,71.6,20.12,1.24,0.0
20230617:1830,130.25,163.26,68.05,62.9,20.95,1.31,0.0
20230617:1930,133.68,130.98,56.27,50.7,19.59,0.83,0.0
20230617:2030,119.54,115.89,41.59,37.42,19.39,0.76,0.0
20230617:2130,100.13,75.84,23.31,23.76,19.0,0.34,0.0
20230617:2230,39.89,33.77,6.98,10.0,17.42,0.34,0.0
20230617:2330,0.0,0.0,0.0,-3.7,15.16,0.34,0.0
20230618:0030,0.0,0.0,0.0,0.0,14.72,0.48,0.0
20230618:0130,0.0,0.0,0.0,0.0,13.97,0.69,0.0
20230618:0230,0.0,0.0,0.0,0.0,13.4,0.83,0.0
20230618:0330,0.0,0.0,0.0,0.0,12.62,1.03,0.0
20230618:0430,0.0,0.0,0.0,0.0,12.24,0.97,0.0
20230618:0530,0.0,0.0,0.0,0.0,11.61,0.97,0.0
20230618:0630,0.0,0.0,0.0,0.0,10.41,1.03,0.0
20230618:0730,0.0,0.0,0.0,0.0,10.51,1.03,0.0
20230618:0830,0.0,0.0,0.0,0.0,10.39,1.03,0.0
20230618:0930,0.0,0.0,0.0,0.0,10.78,1.03,0.0
20230618:1030,0.0,0.0,0.0,-5.12,10.51,0.97,0.0
20230618:1130,0.0,15.54,4.37,8.57,10.5,1.1,0.0
20230618:1230,146.01,91.63,27.07,22.33,12.53,0.83,0.0
20230618:1330,185.72,113.45,48.16,36.0,14.69,0.83,0.0
20230618:1430,223.03,109.9,69.49,49.34,16.72,0.83,0.0
20230618:1530,212.73,130.65,82.98,61.71,18.89,0.83,0.0
20230618:1630,191.56,156.25,88.34,70.99,20.4,0.97,0.0
20230618:1730,197.53,147.08,89.98,71.59,21.41,1.24,0.0
20230618:1830,205.97,135.43,85.62,62.93,22.06,1.52,0.0
20230618:1930,189.29,108.53,66.01,50.74,22.59,1.79,0.0
20230618:2030,249.55,70.36,57.74,37.46,22.08,1.72,0.0
20230618:2130,218.47,64.65,33.78,23.81,21.67,1.66,0.0
20230618:2230,152.64,50.48,11.82,10.05,20.68,1.31,0.0
20230618:2330,0.0,0.0,0.0,-3.65,19.3,1.24,0.0
20230619:0030,0.0,0.0,0.0,0.0,17.49,1.31,0.0
20230619:0130,0.0,0.0,0.0,0.0,15.88,1.31,0.0
20230619:0230,0.0,0.0,0.0,0.0,14.9,1.45,0.0
20230619:0330,0.0,0.0,0.0,0.0,14.14,1.38,0.0
20230619:0430,0.0,0.0,0.0,0.0,13.37,1.24,0.0
20230619:0530,0.0,0.0,0.0,0.0,12.82,1.24,0.0
20230619:0630,0.0,0.0,0.0,0.0,12.27,1.24,0.0
20230619:0730,0.0,0.0,0.0,0.0,12.19,1.24,0.0
20230619:0830,0.0,0.0,0.0,0.0,12.06,1.17,0.0
20230619:0930,0.0,0.0,0.0,0.0,11.81,1.24,0.0
20230619:1030,0.0,0.0,0.0,-5.16,11.61,1.24,0.0
20230619:1130,0.0,12.0,3.37,8.52,11.36,1.24,0.0
20230619:1230,235.75,65.05,31.31,22.28,13.14,0.97,0.0
20230619:1330,292.29,57.68,57.23,35.95,16.25,0.69,0.0
20230619:1430,298.63,52.47,77.8,49.29,18.74,0.76,0.0
20230619:1530,288.02,48.05,90.37,61.66,20.48,0.83,0.0
20230619:1630,286.51,45.76,99.28,70.95,21.74,1.03,0.0
20230619:1730,282.69,47.67,100.26,71.59,22.75,1.31,0.0
20230619:1830,276.73,50.05,92.29,62.96,23.38,1.38,0.0
20230619:1930,275.18,51.38,78.45,50.78,23.68,1.59,0.0
20230619:2030,274.13,52.79,59.8,37.51,23.49,1.59,0.0
20230619:2130,242.9,58.49,35.75,23.85,22.82,1.52,0.0
20230619:2230,177.91,47.14,12.44,10.1,21.16,1.03,0.0
20230619:2330,0.0,0.0,0.0,-3.6,19.27,1.24,0.0
20230620:0030,0.0,0.0,0.0,0.0,17.77,1.31,0.0
20230620:0130,0.0,0.0,0.0,0.0,16.49,1.31,0.0
20230620:0230,0.0,0.0,0.0,0.0,15.76,1.38,0.0
20230620:0330,0.0,0.0,0.0,0.0,15.0,1.45,0.0
20230620:0430,0.0,0.0,0.0,0.0,14.42,1.45,0.0
20230620:0530,0.0,0.0,0.0,0.0,13.6,1.45,0.0
20230620:0630,0.0,0.0,0.0,0.0,12.81,1.38,0.0
20230620:0730,0.0,0.0,0.0,0.0,12.64,1.45,0.0
20230620:0830,0.0,0.0,0.0,0.0,12.28,1.38,0.0
20230620:0930,0.0,0.0,0.0,0.0,11.61,1.38,0.0
20230620:1030,0.0,0.0,0.0,-5.21,11.34,1.38,0.0
20230620:1130,0.0,11.8,3.32,8.47,11.19,1.24,0.0
20230620:1230,226.38,73.16,31.32,22.23,12.73,0.97,0.0
20230620:1330,263.27,66.5,53.55,35.9,16.26,0.97,0.0
20230620:1430,278.77,71.5,76.1,49.24,18.43,0.9,0.0
20230620:1530,280.32,61.35,90.42,61.62,20.3,0.97,0.0
20230620:1630,286.53,50.4,100.11,70.92,21.74,1.24,0.0
20230620:1730,265.05,65.69,97.7,71.6,22.78,1.59,0.0
20230620:1830,255.69,68.06,89.0,62.99,23.31,1.66,0.0
20230620:1930,226.18,80.63,70.69,50.82,23.8,1.72,0.0
20230620:2030,188.36,104.32,51.62,37.55,23.4,1.38,0.0
20230620:2130,171.55,76.59,30.42,23.9,22.72,1.17,0.0
20230620:2230,119.49,50.61,10.92,10.15,21.04,0.83,0.0
20230620:2330,0.0,0.0,0.0,-3.55,19.64,0.97,0.0
20230621:0030,0.0,0.0,0.0,0.0,17.88,0.97,0.0
20230621:0130,0.0,0.0,0.0,0.0,16.61,1.1,0.0
20230621:0230,0.0,0.0,0.0,0.0,15.72,1.24,0.0
20230621:0330,0.0,0.0,0.0,0.0,15.07,1.38,0.0
20230621:0430,0.0,0.0,0.0,0.0,14.72,1.38,0.0
20230621:0530,0.0,0.0,0.0,0.0,13.94,1.31,0.0
20230621:0630,0.0,0.0,0.0,0.0,13.46,1.31,0.0
20230621:0730,0.0,0.0,0.0,0.0,12.85,1.17,0.0
20230621:0830,0.0,0.0,0.0,0.0,12.22,1.24,0.0
20230621:0930,0.0,0.0,0.0,0.0,11.69,1.24,0.0
20230621:1030,0.0,0.0,0.0,-5.26,11.12,1.17,0.0
20230621:1130,0.0,12.92,3.63,8.42,10.7,1.1,0.0
20230621:1230,222.35,73.58,30.95,22.18,12.56,0.76,0.0
20230621:1330,269.7,67.07,54.61,35.85,16.36,0.76,0.0
20230621:1430,292.11,56.86,76.78,49.19,18.72,0.76,0.0
20230621:1530,292.69,49.81,91.9,61.57,20.57,0.9,0.0
20230621:1630,251.66,64.22,91.12,70.89,21.89,1.45,0.0
20230621:1730,225.26,93.22,89.35,71.61,22.51,1.93,0.0
20230621:1830,194.48,135.87,82.1,63.02,22.88,1.72,0.0
20230621:1930,165.86,130.98,64.0,50.86,23.09,1.45,0.0
20230621:2030,119.07,127.31,43.44,37.6,22.7,1.24,0.0
20230621:2130,110.81,90.11,26.51,23.95,20.27,0.76,0.0
20230621:2230,65.7,43.67,8.89,10.19,19.58,0.55,0.0
20230621:2330,0.0,0.0,0.0,-3.5,18.4,0.62,0.0
20230622:0030,0.0,0.0,0.0,0.0,16.97,0.9,0.0
20230622:0130,0.0,0.0,0.0,0.0,16.04,1.03,0.0
20230622:0230,0.0,0.0,0.0,0.0,15.16,1.24,0.0
20230622:0330,0.0,0.0,0.0,0.0,14.4,1.24,0.0
20230622:0430,0.0,0.0,0.0,0.0,13.78,1.24,0.0
20230622:0530,0.0,0.0,0.0,0.0,13.09,1.24,0.0
20230622:0630,0.0,0.0,0.0,0.0,12.36,1.31,0.0
20230622:0730,0.0,0.0,0.0,0.0,12.43,1.17,0.0
20230622:0830,0.0,0.0,0.0,0.0,12.36,1.17,0.0
20230622:0930,0.0,0.0,0.0,0.0,12.28,1.17,0.0
20230622:1030,0.0,0.0,0.0,-5.31,12.51,1.1,0.0
20230622:1130,0.0,18.64,5.23,8.37,12.39,1.1,0.0
20230622:1230,125.83,91.59,25.38,22.13,13.64,0.83,0.0
20230622:1330,217.95,81.22,48.18,35.8,15.81,0.48,0.0
20230622:1430,255.14,84.55,72.52,49.15,17.97,0.41,0.0
20230622:1530,244.74,88.62,84.68,61.53,20.01,0.48,0.0
20230622:1630,247.92,73.89,91.68,70.87,21.19,0.76,0.0
20230622:1730,207.73,80.38,81.2,71.63,22.18,1.1,0.0
20230622:1830,121.73,184.86,69.41,63.06,22.43,1.1,0.0
20230622:1930,86.63,167.19,51.84,50.91,21.95,0.55,0.0
20230622:2030,51.57,142.28,35.65,37.65,21.33,0.28,0.0
20230622:2130,33.33,90.79,20.38,24.0,20.56,0.07,0.0
20230622:2230,16.93,31.91,6.45,10.24,19.53,0.14,0.0
20230622:2330,0.0,0.0,0.0,-3.45,18.44,0.21,0.0
20230623:0030,0.0,0.0,0.0,0.0,17.06,0.34,0.0
20230623:0130,0.0,0.0,0.0,0.0,16.55,0.28,0.0
20230623:0230,0.0,0.0,0.0,0.0,15.29,0.69,0.0
20230623:0330,0.0,0.0,0.0,0.0,14.77,0.76,0.0
20230623:0430,0.0,0.0,0.0,0.0,14.36,1.03,0.0
20230623:0530,0.0,0.0,0.0,0.0,13.7,1.03,0.0
20230623:0630,0.0,0.0,0.0,0.0,13.03,0.9,0.0
20230623:0730,0.0,0.0,0.0,0.0,13.2,0.9,0.0
20230623:0830,0.0,0.0,0.0,0.0,12.85,0.83,0.0
20230623:0930,0.0,0.0,0.0,0.0,12.4,1.03,0.0
20230623:1030,0.0,0.0,0.0,-5.35,12.22,1.1,0.0
20230623:1130,0.0,14.03,3.94,8.32,12.14,1.03,0.0
20230623:1230,117.01,85.91,23.92,22.08,13.78,0.97,0.0
20230623:1330,204.13,93.72,47.78,35.76,15.84,0.9,0.0
20230623:1430,237.07,82.08,67.88,49.1,17.97,0.76,0.0
20230623:1530,253.42,86.03,86.78,61.5,19.75,0.97,0.0
20230623:1630,236.02,75.41,88.07,70.86,21.26,0.97,0.0
20230623:1730,234.38,72.94,88.74,71.66,22.11,0.83,0.0
20230623:1830,178.43,104.93,71.89,63.11,22.5,0.9,0.0
20230623:1930,145.27,121.83,57.55,50.96,20.87,0.14,0.0
20230623:2030,104.91,110.54,38.42,37.7,19.98,0.21,0.0
20230623:2130,44.42,76.94,18.77,24.05,18.87,0.69,0.0
20230623:2230,13.78,28.49,5.82,10.29,17.96,0.34,0.0
20230623:2330,0.0,0.0,0.0,-3.41,16.92,0.14,0.0
20230624:0030,0.0,0.0,0.0,0.0,16.26,0.41,0.0
20230624:0130,0.0,0.0,0.0,0.0,15.97,0.41,0.0
20230624:0230,0.0,0.0,0.0,0.0,15.77,0.28,0.0
20230624:0330,0.0,0.0,0.0,0.0,15.22,0.14,0.0
20230624:0430,0.0,0.0,0.0,0.0,14.6,0.28,0.0
20230624:0530,0.0,0.0,0.0,0.0,14.42,0.34,0.0
20230624:0630,0.0,0.0,0.0,0.0,14.69,0.21,0.0
20230624:0730,0.0,0.0,0.0,0.0,13.81,0.0,0.0
20230624:0830,0.0,0.0,0.0,0.0,13.68,0.0,0.0
20230624:0930,0.0,0.0,0.0,0.0,13.2,0.21,0.0
20230624:1030,0.0,0.0,0.0,-5.4,12.94,0.34,0.0
20230624:1130,0.0,14.38,4.04,8.28,12.99,0.28,0.0
20230624:1230,29.16,65.22,14.74,22.03,14.06,0.21,0.0
20230624:1330,37.69,131.27,30.63,35.71,14.79,0.34,0.0
20230624:1430,92.21,165.13,50.36,49.06,16.76,0.41,0.0
20230624:1530,115.3,186.5,65.72,61.47,18.24,0.48,0.0
20230624:1630,88.29,192.99,63.29,70.85,19.57,0.62,0.0
20230624:1730,94.0,147.58,57.29,71.69,19.3,0.69,0.0
20230624:1830,65.52,170.83,51.49,63.16,20.0,0.76,0.0
20230624:1930,125.26,139.01,55.8,51.01,19.21,0.69,0.0
20230624:2030,54.6,124.94,33.0,37.75,19.24,0.28,0.0
20230624:2130,26.97,63.05,14.85,24.1,18.92,0.48,0.0
20230624:2230,9.54,25.66,5.25,10.34,16.86,0.21,0.0
20230624:2330,0.0,0.0,0.0,-3.36,16.31,0.55,0.0
20230625:0030,0.0,0.0,0.0,0.0,15.28,0.28,0.0
20230625:0130,0.0,0.0,0.0,0.0,14.4,0.55,0.0
20230625:0230,0.0,0.0,0.0,0.0,14.55,0.14,0.0
20230625:0330,0.0,0.0,0.0,0.0,14.28,0.07,0.0
20230625:0430,0.0,0.0,0.0,0.0,14.17,0.0,0.0
20230625:0530,0.0,0.0,0.0,0.0,14.01,0.28,0.0
20230625:0630,0.0,0.0,0.0,0.0,13.29,0.34,0.0
20230625:0730,0.0,0.0,0.0,0.0,14.03,0.41,0.0
20230625:0830,0.0,0.0,0.0,0.0,14.37,0.34,0.0
20230625:0930,0.0,0.0,0.0,0.0,14.25,0.34,0.0
20230625:1030,0.0,0.0,0.0,-5.46,14.16,0.28,0.0
20230625:1130,0.0,10.84,3.05,8.23,13.95,0.48,0.0
20230625:1230,14.88,38.85,8.88,21.99,14.38,0.9,0.0
20230625:1330,29.77,58.2,15.93,35.67,14.75,0.62,0.0
20230625:1430,16.59,98.4,23.06,49.02,15.27,0.55,0.0
20230625:1530,20.51,144.09,33.97,61.44,15.95,0.48,0.0
20230625:1630,43.09,199.5,51.78,70.85,16.29,0.41,0.0
20230625:1730,42.02,213.67,54.5,71.73,27.0,0.28,0.0
20230625:1830,20.19,178.42,40.99,63.21,21.14,0.76,0.0
20230625:1930,11.84,150.31,32.64,51.06,18.47,0.83,0.0
20230625:2030,9.18,102.53,21.94,37.8,17.61,0.83,0.0
20230625:2130,4.87,61.31,12.69,24.15,16.67,0.9,0.0
20230625:2230,0.61,17.01,3.43,10.39,16.22,0.69,0.0
20230625:2330,0.0,0.0,0.0,-3.32,15.38,0.76,0.0
20230626:0030,0.0,0.0,0.0,0.0,14.68,0.76,0.0
20230626:0130,0.0,0.0,0.0,0.0,14.48,0.9,0.0
20230626:0230,0.0,0.0,0.0,0.0,14.38,0.21,0.0
20230626:0330,0.0,0.0,0.0,0.0,14.7,0.07,0.0
20230626:0430,0.0,0.0,0.0,0.0,14.47,0.14,0.0
20230626:0530,0.0,0.0,0.0,0.0,14.95,0.21,0.0
20230626:0630,0.0,0.0,0.0,0.0,14.37,0.28,0.0
20230626:0730,0.0,0.0,0.0,0.0,14.17,0.28,0.0
20230626:0830,0.0,0.0,0.0,0.0,14.22,0.41,0.0
20230626:0930,0.0,0.0,0.0,0.0,13.77,0.41,0.0
20230626:1030,0.0,0.0,0.0,-5.51,13.76,0.48,0.0
20230626:1130,0.0,11.36,3.19,8.18,13.71,0.76,0.0
20230626:1230,43.17,64.79,15.54,21.94,14.37,0.9,0.0
20230626:1330,81.99,109.43,32.36,35.63,15.1,0.55,0.0
20230626:1430,99.36,149.25,49.01,48.99,16.46,0.55,0.0
20230626:1530,104.5,153.4,57.06,61.41,17.72,0.55,0.0
20230626:1630,111.59,176.97,67.29,70.85,18.07,0.69,0.0
20230626:1730,75.9,177.78,57.55,71.77,18.4,0.76,0.0
20230626:1830,117.95,140.0,60.57,63.26,18.88,0.48,0.0
20230626:1930,131.61,131.76,56.22,51.12,18.87,0.69,0.0
20230626:2030,82.48,134.55,39.06,37.85,22.44,0.55,0.0
20230626:2130,29.94,81.16,18.43,24.19,17.9,0.41,0.0
20230626:2230,13.35,27.39,5.63,10.43,16.82,0.55,0.0
20230626:2330,0.0,0.0,0.0,-3.28,16.3,0.62,0.0
20230627:0030,0.0,0.0,0.0,0.0,15.56,0.48,0.0
20230627:0130,0.0,0.0,0.0,0.0,14.85,0.48,0.0
20230627:0230,0.0,0.0,0.0,0.0,14.1,0.69,0.0
20230627:0330,0.0,0.0,0.0,0.0,13.89,0.76,0.0
20230627:0430,0.0,0.0,0.0,0.0,13.85,0.83,0.0
20230627:0530,0.0,0.0,0.0,0.0,13.61,0.83,0.0
20230627:0630,0.0,0.0,0.0,0.0,13.11,0.9,0.0
20230627:0730,0.0,0.0,0.0,0.0,13.28,0.9,0.0
20230627:0830,0.0,0.0,0.0,0.0,12.84,0.83,0.0
20230627:0930,0.0,0.0,0.0,0.0,12.59,0.83,0.0
20230627:1030,0.0,0.0,0.0,-5.56,12.46,0.83,0.0
20230627:1130,0.0,14.4,4.05,8.13,12.25,0.76,0.0
