Latitude (decimal degrees):	6.160
Longitude (decimal degrees):	-75.580
Elevation (m):	1618
Radiation database:	PVGIS-ERA5


Slope: 90 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230101:0030,0.0,0.0,0.0,0.0,14.92,0.14,0.0
20230101:0130,0.0,0.0,0.0,0.0,14.47,0.21,0.0
20230101:0230,0.0,0.0,0.0,0.0,14.18,0.34,0.0
20230101:0330,0.0,0.0,0.0,0.0,13.75,0.14,0.0
20230101:0430,0.0,0.0,0.0,0.0,13.29,0.34,0.0
20230101:0530,0.0,0.0,0.0,0.0,13.01,0.62,0.0
20230101:0630,0.0,0.0,0.0,0.0,12.81,0.76,0.0
20230101:0730,0.0,0.0,0.0,0.0,12.39,0.76,0.0
20230101:0830,0.0,0.0,0.0,0.0,12.1,0.76,0.0
20230101:0930,0.0,0.0,0.0,0.0,12.45,0.62,0.0
20230101:1030,0.0,0.0,0.0,0.0,12.28,0.62,0.0
20230101:1130,0.0,3.56,1.0,3.14,12.5,0.41,0.0
20230101:1230,35.54,30.62,7.68,16.68,12.59,0.28,0.0
20230101:1330,134.03,69.48,25.35,29.79,15.02,0.21,0.0
20230101:1430,82.05,91.87,27.85,42.06,14.82,0.34,0.0
20230101:1530,115.52,112.79,38.5,52.61,15.42,0.28,0.0
20230101:1630,181.01,165.51,59.02,59.55,15.83,0.14,0.0
20230101:1730,112.53,133.05,43.28,60.23,16.9,0.0,0.0
20230101:1830,107.97,123.62,39.7,54.29,17.06,0.07,0.0
20230101:1930,127.66,114.4,37.86,44.25,16.39,0.41,0.0
20230101:2030,96.79,92.37,26.56,32.22,16.56,0.28,0.0
20230101:2130,45.43,67.8,15.0,19.23,15.37,0.48,0.0
20230101:2230,42.55,25.74,4.31,5.75,16.06,0.41,0.0
20230101:2330,0.0,0.0,0.0,0.0,14.26,0.28,0.0
20230102:0030,0.0,0.0,0.0,0.0,13.21,0.28,0.0
20230102:0130,0.0,0.0,0.0,0.0,12.92,0.07,0.0
20230102:0230,0.0,0.0,0.0,0.0,12.4,0.28,0.0
20230102:0330,0.0,0.0,0.0,0.0,12.77,0.28,0.0
20230102:0430,0.0,0.0,0.0,0.0,12.82,0.21,0.0
20230102:0530,0.0,0.0,0.0,0.0,12.53,0.14,0.0
20230102:0630,0.0,0.0,0.0,0.0,12.14,0.21,0.0
20230102:0730,0.0,0.0,0.0,0.0,11.41,0.14,0.0
20230102:0830,0.0,0.0,0.0,0.0,11.55,0.14,0.0
20230102:0930,0.0,0.0,0.0,0.0,11.16,0.14,0.0
20230102:1030,0.0,0.0,0.0,0.0,11.2,0.21,0.0
20230102:1130,0.0,5.77,1.62,3.05,11.37,0.21,0.0
20230102:1230,93.19,50.85,13.43,16.6,11.62,0.14,0.0
20230102:1330,180.18,88.4,32.36,29.73,13.01,0.07,0.0
20230102:1430,265.45,102.47,52.66,42.02,14.56,0.62,0.0
20230102:1530,282.19,115.48,63.92,52.6,16.31,0.55,0.0
20230102:1630,253.91,152.6,68.62,59.6,17.64,0.41,0.0
20230102:1730,309.69,114.35,72.49,60.34,17.96,0.48,0.0
20230102:1830,227.76,120.93,57.25,54.42,18.41,0.55,0.0
20230102:1930,215.94,103.21,47.69,44.38,18.56,0.14,0.0
20230102:2030,154.67,83.67,30.82,32.35,17.6,0.34,0.0
20230102:2130,62.91,53.34,13.44,19.35,16.52,0.41,0.0
20230102:2230,100.14,24.65,4.64,5.86,15.48,0.0,0.0
20230102:2330,0.0,0.0,0.0,0.0,14.66,0.28,0.0
20230103:0030,0.0,0.0,0.0,0.0,14.15,0.28,0.0
20230103:0130,0.0,0.0,0.0,0.0,13.68,0.34,0.0
20230103:0230,0.0,0.0,0.0,0.0,12.95,0.62,0.0
20230103:0330,0.0,0.0,0.0,0.0,13.17,0.48,0.0
20230103:0430,0.0,0.0,0.0,0.0,12.74,0.41,0.0
20230103:0530,0.0,0.0,0.0,0.0,12.51,0.41,0.0
20230103:0630,0.0,0.0,0.0,0.0,12.44,0.28,0.0
20230103:0730,0.0,0.0,0.0,0.0,11.96,0.21,0.0
20230103:0830,0.0,0.0,0.0,0.0,11.31,0.28,0.0
20230103:0930,0.0,0.0,0.0,0.0,10.94,0.41,0.0
20230103:1030,0.0,0.0,0.0,0.0,10.86,0.34,0.0
20230103:1130,0.0,6.14,1.72,2.96,10.97,0.28,0.0
20230103:1230,95.6,55.88,14.22,16.53,11.92,0.28,0.0
20230103:1330,185.46,90.57,33.18,29.67,13.61,0.28,0.0
20230103:1430,108.92,81.26,29.39,41.98,19.28,0.28,0.0
20230103:1530,103.53,112.09,36.78,52.61,16.83,0.34,0.0
20230103:1630,171.17,108.06,48.31,59.66,15.51,0.34,0.0
20230103:1730,116.09,139.56,45.13,60.45,17.78,0.55,0.0
20230103:1830,21.89,132.9,29.56,54.56,16.97,0.97,0.0
20230103:1930,19.44,85.48,19.51,44.52,16.13,0.55,0.0
20230103:2030,42.82,100.82,23.51,32.48,15.27,0.62,0.0
20230103:2130,79.4,67.25,16.49,19.47,15.57,0.34,0.0
20230103:2230,56.85,25.42,4.38,5.98,14.78,0.55,0.0
20230103:2330,0.0,0.0,0.0,0.0,13.68,0.41,0.0
20230104:0030,0.0,0.0,0.0,0.0,13.23,0.41,0.0
20230104:0130,0.0,0.0,0.0,0.0,12.77,0.28,0.0
20230104:0230,0.0,0.0,0.0,0.0,13.33,0.14,0.0
20230104:0330,0.0,0.0,0.0,0.0,13.16,0.28,0.0
20230104:0430,0.0,0.0,0.0,0.0,12.61,0.21,0.0
20230104:0530,0.0,0.0,0.0,0.0,12.46,0.14,0.0
20230104:0630,0.0,0.0,0.0,0.0,12.28,0.21,0.0
20230104:0730,0.0,0.0,0.0,0.0,12.0,0.28,0.0
20230104:0830,0.0,0.0,0.0,0.0,11.79,0.28,0.0
20230104:0930,0.0,0.0,0.0,0.0,11.78,0.34,0.0
20230104:1030,0.0,0.0,0.0,0.0,11.52,0.34,0.0
20230104:1130,0.0,5.73,1.61,2.88,11.12,0.34,0.0
20230104:1230,114.41,69.58,16.85,16.45,11.11,0.34,0.0
20230104:1330,241.49,109.89,41.01,29.61,15.48,0.48,0.0
20230104:1430,246.88,91.49,48.86,41.95,14.81,0.34,0.0
20230104:1530,225.38,115.28,55.44,52.61,16.23,0.28,0.0
20230104:1630,227.83,93.43,55.47,59.72,16.87,0.34,0.0
20230104:1730,312.88,128.65,75.68,60.57,17.31,0.14,0.0
20230104:1830,222.12,105.36,54.36,54.7,18.76,0.07,0.0
20230104:1930,120.99,127.95,39.62,44.66,18.27,0.48,0.0
20230104:2030,74.32,53.33,18.09,32.61,17.64,0.34,0.0
20230104:2130,89.49,39.31,12.92,19.6,15.9,0.55,0.0
20230104:2230,53.13,18.43,3.6,6.09,15.5,0.69,0.0
20230104:2330,0.0,0.0,0.0,0.0,14.98,0.69,0.0
20230105:0030,0.0,0.0,0.0,0.0,14.34,0.62,0.0
20230105:0130,0.0,0.0,0.0,0.0,13.82,0.55,0.0
20230105:0230,0.0,0.0,0.0,0.0,13.53,0.55,0.0
20230105:0330,0.0,0.0,0.0,0.0,12.74,0.55,0.0
20230105:0430,0.0,0.0,0.0,0.0,12.58,0.55,0.0
20230105:0530,0.0,0.0,0.0,0.0,12.36,0.62,0.0
20230105:0630,0.0,0.0,0.0,0.0,11.35,0.69,0.0
20230105:0730,0.0,0.0,0.0,0.0,11.96,0.62,0.0
20230105:0830,0.0,0.0,0.0,0.0,12.23,0.62,0.0
20230105:0930,0.0,0.0,0.0,0.0,12.39,0.62,0.0
20230105:1030,0.0,0.0,0.0,0.0,12.11,0.62,0.0
20230105:1130,0.0,2.94,0.82,2.79,11.93,0.62,0.0
20230105:1230,75.75,28.25,9.3,16.38,12.39,0.62,0.0
20230105:1330,217.67,73.99,34.13,29.56,14.5,0.62,0.0
20230105:1430,235.95,112.08,50.49,41.93,14.84,0.55,0.0
20230105:1530,281.75,108.11,63.31,52.63,16.79,0.55,0.0
20230105:1630,281.64,131.3,70.58,59.79,17.76,0.55,0.0
20230105:1730,303.16,103.55,70.52,60.7,18.78,0.41,0.0
20230105:1830,82.66,126.98,36.99,54.85,19.26,0.21,0.0
20230105:1930,105.3,123.51,37.06,44.8,17.7,0.34,0.0
20230105:2030,103.18,98.58,28.53,32.75,16.87,0.34,0.0
20230105:2130,34.81,52.95,12.13,19.72,16.71,0.07,0.0
20230105:2230,35.0,15.23,3.06,6.21,15.3,0.34,0.0
20230105:2330,0.0,0.0,0.0,0.0,14.42,0.14,0.0
20230106:0030,0.0,0.0,0.0,0.0,14.07,0.28,0.0
20230106:0130,0.0,0.0,0.0,0.0,14.15,0.07,0.0
20230106:0230,0.0,0.0,0.0,0.0,13.75,0.07,0.0
20230106:0330,0.0,0.0,0.0,0.0,13.44,0.0,0.0
20230106:0430,0.0,0.0,0.0,0.0,12.92,0.41,0.0
20230106:0530,0.0,0.0,0.0,0.0,13.09,0.34,0.0
20230106:0630,0.0,0.0,0.0,0.0,12.67,0.48,0.0
20230106:0730,0.0,0.0,0.0,0.0,12.14,0.55,0.0
20230106:0830,0.0,0.0,0.0,0.0,11.67,0.69,0.0
20230106:0930,0.0,0.0,0.0,0.0,11.63,0.83,0.0
20230106:1030,0.0,0.0,0.0,0.0,11.25,0.97,0.0
20230106:1130,0.0,4.18,1.17,2.71,10.97,0.97,0.0
20230106:1230,123.66,63.35,16.42,16.32,11.98,0.69,0.0
20230106:1330,233.88,96.58,38.73,29.51,16.17,0.76,0.0
20230106:1430,218.85,84.24,44.32,41.91,15.21,0.83,0.0
20230106:1530,309.21,125.95,70.5,52.64,16.37,0.69,0.0
20230106:1630,286.14,164.4,76.6,59.87,18.31,0.48,0.0
20230106:1730,231.13,122.92,61.4,60.83,18.68,0.48,0.0
20230106:1830,196.8,135.51,55.55,55.0,18.95,0.34,0.0
20230106:1930,108.01,146.53,41.41,44.95,18.15,0.62,0.0
20230106:2030,97.72,114.26,30.7,32.88,16.68,0.48,0.0
20230106:2130,46.75,43.19,11.11,19.85,17.11,0.28,0.0
20230106:2230,50.24,18.73,3.7,6.33,15.8,0.0,0.0
20230106:2330,0.0,0.0,0.0,0.0,14.31,0.34,0.0
20230107:0030,0.0,0.0,0.0,0.0,13.59,0.48,0.0
20230107:0130,0.0,0.0,0.0,0.0,13.43,0.41,0.0
20230107:0230,0.0,0.0,0.0,0.0,13.65,0.21,0.0
20230107:0330,0.0,0.0,0.0,0.0,13.36,0.34,0.0
20230107:0430,0.0,0.0,0.0,0.0,13.73,0.34,0.0
20230107:0530,0.0,0.0,0.0,0.0,13.31,0.41,0.0
20230107:0630,0.0,0.0,0.0,0.0,13.59,0.34,0.0
20230107:0730,0.0,0.0,0.0,0.0,13.19,0.34,0.0
20230107:0830,0.0,0.0,0.0,0.0,13.58,0.34,0.0
20230107:0930,0.0,0.0,0.0,0.0,13.05,0.76,0.0
20230107:1030,0.0,0.0,0.0,0.0,12.99,0.69,0.0
20230107:1130,0.0,2.69,0.76,2.63,13.07,0.48,0.0
20230107:1230,26.13,24.46,6.14,16.25,13.5,0.48,0.0
20230107:1330,39.14,58.26,15.03,29.47,13.81,0.34,0.0
20230107:1430,105.23,75.57,28.18,41.89,14.91,0.55,0.0
20230107:1530,96.19,160.39,44.49,52.67,15.64,0.41,0.0
20230107:1630,67.22,143.96,38.69,59.96,16.78,0.34,0.0
20230107:1730,129.3,145.65,48.7,60.97,16.89,0.34,0.0
20230107:1830,48.84,128.37,32.56,55.16,17.56,0.14,0.0
20230107:1930,72.61,121.14,32.82,45.1,16.85,0.55,0.0
20230107:2030,90.6,120.0,31.13,33.02,16.87,0.21,0.0
20230107:2130,96.79,67.28,17.74,19.97,16.48,0.14,0.0
20230107:2230,69.37,23.74,4.54,6.44,15.85,0.14,0.0
20230107:2330,0.0,0.0,0.0,0.0,15.34,0.48,0.0
20230108:0030,0.0,0.0,0.0,0.0,14.3,0.28,0.0
20230108:0130,0.0,0.0,0.0,0.0,14.03,0.55,0.0
20230108:0230,0.0,0.0,0.0,0.0,13.3,0.69,0.0
20230108:0330,0.0,0.0,0.0,0.0,11.9,0.76,0.0
20230108:0430,0.0,0.0,0.0,0.0,11.83,0.69,0.0
20230108:0530,0.0,0.0,0.0,0.0,11.71,0.69,0.0
20230108:0630,0.0,0.0,0.0,0.0,11.09,0.76,0.0
20230108:0730,0.0,0.0,0.0,0.0,10.87,0.62,0.0
20230108:0830,0.0,0.0,0.0,0.0,11.11,0.48,0.0
20230108:0930,0.0,0.0,0.0,0.0,10.77,0.48,0.0
20230108:1030,0.0,0.0,0.0,0.0,10.75,0.48,0.0
20230108:1130,0.0,4.25,1.19,2.56,10.45,0.55,0.0
20230108:1230,29.7,49.91,10.78,16.19,10.79,0.55,0.0
20230108:1330,44.6,98.3,22.74,29.43,13.6,0.62,0.0
20230108:1430,72.87,134.59,34.58,41.88,13.88,0.9,0.0
20230108:1530,126.84,190.39,53.87,52.7,15.31,0.97,0.0
20230108:1630,190.39,186.73,65.0,60.05,16.89,0.9,0.0
20230108:1730,172.83,191.85,63.45,61.12,18.05,0.69,0.0
20230108:1830,34.23,191.6,42.62,55.32,19.08,0.55,0.0
20230108:1930,19.84,154.96,33.14,45.26,16.36,0.0,0.0
20230108:2030,104.42,118.5,32.22,33.16,16.64,0.14,0.0
20230108:2130,34.23,66.58,14.63,20.1,16.21,0.34,0.0
20230108:2230,87.62,31.63,5.63,6.56,15.82,0.48,0.0
20230108:2330,0.0,0.0,0.0,0.0,15.05,0.69,0.0
20230109:0030,0.0,0.0,0.0,0.0,14.16,0.34,0.0
20230109:0130,0.0,0.0,0.0,0.0,13.76,0.0,0.0
20230109:0230,0.0,0.0,0.0,0.0,13.34,0.28,0.0
20230109:0330,0.0,0.0,0.0,0.0,12.34,0.55,0.0
20230109:0430,0.0,0.0,0.0,0.0,11.9,0.41,0.0
20230109:0530,0.0,0.0,0.0,0.0,10.55,0.55,0.0
20230109:0630,0.0,0.0,0.0,0.0,10.51,0.41,0.0
20230109:0730,0.0,0.0,0.0,0.0,11.93,0.14,0.0
20230109:0830,0.0,0.0,0.0,0.0,11.4,0.14,0.0
20230109:0930,0.0,0.0,0.0,0.0,11.54,0.21,0.0
20230109:1030,0.0,0.0,0.0,0.0,11.07,0.48,0.0
20230109:1130,0.0,4.98,1.4,2.48,11.24,0.55,0.0
20230109:1230,99.34,55.99,14.39,16.13,11.63,0.41,0.0
20230109:1330,167.27,79.57,30.3,29.39,15.81,0.55,0.0
20230109:1430,197.3,77.65,40.88,41.87,14.83,0.21,0.0
20230109:1530,161.53,117.66,46.87,52.74,16.5,0.28,0.0
20230109:1630,259.6,126.07,67.09,60.15,17.15,0.48,0.0
20230109:1730,162.17,163.75,57.31,61.27,18.4,0.69,0.0
20230109:1830,81.62,172.37,45.37,55.49,17.97,0.76,0.0
20230109:1930,79.62,157.27,40.27,45.41,17.94,0.34,0.0
20230109:2030,42.98,76.79,19.42,33.3,16.14,0.21,0.0
20230109:2130,20.99,39.9,9.16,20.23,15.65,0.21,0.0
20230109:2230,6.73,14.16,2.83,6.67,14.98,0.21,0.0
20230109:2330,0.0,0.0,0.0,0.0,14.28,0.48,0.0
20230110:0030,0.0,0.0,0.0,0.0,13.67,0.34,0.0
20230110:0130,0.0,0.0,0.0,0.0,13.23,0.21,0.0
20230110:0230,0.0,0.0,0.0,0.0,12.81,0.14,0.0
20230110:0330,0.0,0.0,0.0,0.0,12.81,0.14,0.0
20230110:0430,0.0,0.0,0.0,0.0,12.9,0.0,0.0
20230110:0530,0.0,0.0,0.0,0.0,12.99,0.14,0.0
20230110:0630,0.0,0.0,0.0,0.0,13.05,0.28,0.0
20230110:0730,0.0,0.0,0.0,0.0,13.31,0.14,0.0
20230110:0830,0.0,0.0,0.0,0.0,13.17,0.07,0.0
20230110:0930,0.0,0.0,0.0,0.0,13.21,0.07,0.0
20230110:1030,0.0,0.0,0.0,0.0,13.19,0.0,0.0
20230110:1130,0.0,1.66,0.47,2.41,12.91,0.14,0.0
20230110:1230,6.09,14.34,3.21,16.08,13.12,0.07,0.0
20230110:1330,8.54,29.81,6.82,29.35,13.11,0.0,0.0
20230110:1430,6.95,51.42,11.22,41.86,13.31,0.21,0.0
20230110:1530,5.6,70.53,15.0,52.78,13.87,0.41,0.0
20230110:1630,14.51,96.35,21.64,60.25,13.87,0.34,0.0
20230110:1730,9.31,73.36,16.27,61.43,16.4,0.62,0.0
20230110:1830,46.95,145.55,35.69,55.66,14.95,0.62,0.0
20230110:1930,38.94,96.71,24.33,45.57,15.59,0.14,0.0
20230110:2030,34.51,83.43,19.88,33.45,22.09,0.07,0.0
20230110:2130,39.49,54.67,12.87,20.36,17.46,0.14,0.0
20230110:2230,26.17,17.47,3.48,6.79,15.53,0.07,0.0
20230110:2330,0.0,0.0,0.0,0.0,14.18,0.41,0.0
20230111:0030,0.0,0.0,0.0,0.0,13.49,0.14,0.0
20230111:0130,0.0,0.0,0.0,0.0,13.03,0.34,0.0
20230111:0230,0.0,0.0,0.0,0.0,12.84,0.21,0.0
20230111:0330,0.0,0.0,0.0,0.0,12.2,0.55,0.0
20230111:0430,0.0,0.0,0.0,0.0,11.99,0.34,0.0
20230111:0530,0.0,0.0,0.0,0.0,11.89,0.28,0.0
20230111:0630,0.0,0.0,0.0,0.0,11.74,0.34,0.0
20230111:0730,0.0,0.0,0.0,0.0,11.52,0.62,0.0
20230111:0830,0.0,0.0,0.0,0.0,11.58,0.41,0.0
20230111:0930,0.0,0.0,0.0,0.0,11.55,0.48,0.0
20230111:1030,0.0,0.0,0.0,0.0,11.61,0.48,0.0
20230111:1130,0.0,4.84,1.36,2.34,11.68,0.48,0.0
20230111:1230,55.77,51.76,12.01,16.02,12.17,0.48,0.0
20230111:1330,81.49,106.61,27.04,29.32,13.42,0.55,0.0
20230111:1430,180.59,141.8,48.74,41.86,14.31,0.55,0.0
20230111:1530,118.63,130.2,42.85,52.82,15.91,0.62,0.0
20230111:1630,262.0,140.84,70.41,60.36,16.45,0.41,0.0
20230111:1730,263.08,177.89,76.87,61.6,18.37,0.34,0.0
20230111:1830,217.09,162.68,64.29,55.83,19.51,0.21,0.0
20230111:1930,181.12,132.91,49.48,45.73,17.22,0.55,0.0
20230111:2030,90.1,83.91,25.51,33.59,17.32,0.28,0.0
20230111:2130,73.66,67.45,16.89,20.49,16.17,0.14,0.0
20230111:2230,36.85,14.43,3.18,6.9,15.13,0.34,0.0
20230111:2330,0.0,0.0,0.0,0.0,14.38,0.41,0.0
20230112:0030,0.0,0.0,0.0,0.0,13.98,0.48,0.0
20230112:0130,0.0,0.0,0.0,0.0,13.4,0.48,0.0
20230112:0230,0.0,0.0,0.0,0.0,12.98,0.55,0.0
20230112:0330,0.0,0.0,0.0,0.0,13.04,0.41,0.0
20230112:0430,0.0,0.0,0.0,0.0,12.89,0.55,0.0
20230112:0530,0.0,0.0,0.0,0.0,12.51,0.48,0.0
20230112:0630,0.0,0.0,0.0,0.0,12.21,0.55,0.0
20230112:0730,0.0,0.0,0.0,0.0,11.99,0.55,0.0
20230112:0830,0.0,0.0,0.0,0.0,11.61,0.69,0.0
20230112:0930,0.0,0.0,0.0,0.0,11.49,0.69,0.0
20230112:1030,0.0,0.0,0.0,0.0,11.77,0.62,0.0
20230112:1130,0.0,6.18,1.74,2.27,11.71,0.48,0.0
20230112:1230,71.66,62.9,14.3,15.98,12.14,0.28,0.0
20230112:1330,116.05,89.56,27.27,29.3,13.59,0.21,0.0
20230112:1430,183.63,142.61,49.42,41.87,14.78,0.34,0.0
20230112:1530,278.31,140.25,69.41,52.88,16.29,0.34,0.0
20230112:1630,276.28,149.03,74.52,60.48,18.01,0.34,0.0
20230112:1730,310.71,107.39,74.98,61.77,18.73,0.34,0.0
20230112:1830,185.41,125.88,53.66,56.01,18.84,0.48,0.0
20230112:1930,238.67,120.34,55.99,45.9,17.65,0.62,0.0
20230112:2030,175.5,76.91,33.84,33.74,18.38,0.55,0.0
20230112:2130,114.05,62.85,18.72,20.62,17.08,0.34,0.0
20230112:2230,81.03,26.16,5.32,7.02,16.0,0.34,0.0
20230112:2330,0.0,0.0,0.0,0.0,14.94,0.69,0.0
20230113:0030,0.0,0.0,0.0,0.0,14.1,0.69,0.0
20230113:0130,0.0,0.0,0.0,0.0,13.62,0.62,0.0
20230113:0230,0.0,0.0,0.0,0.0,13.33,0.34,0.0
20230113:0330,0.0,0.0,0.0,0.0,13.13,0.48,0.0
20230113:0430,0.0,0.0,0.0,0.0,11.98,0.55,0.0
20230113:0530,0.0,0.0,0.0,0.0,11.68,0.34,0.0
20230113:0630,0.0,0.0,0.0,0.0,11.69,0.41,0.0
20230113:0730,0.0,0.0,0.0,0.0,11.24,0.62,0.0
20230113:0830,0.0,0.0,0.0,0.0,11.56,0.48,0.0
20230113:0930,0.0,0.0,0.0,0.0,10.99,0.55,0.0
20230113:1030,0.0,0.0,0.0,0.0,10.7,0.69,0.0
20230113:1130,0.0,6.05,1.7,2.21,11.11,0.62,0.0
20230113:1230,62.94,63.98,14.18,15.93,11.53,0.69,0.0
20230113:1330,146.94,94.98,30.99,29.28,13.03,0.55,0.0
20230113:1430,177.99,139.34,48.39,41.88,14.99,0.41,0.0
20230113:1530,275.14,133.42,68.22,52.93,16.72,0.21,0.0
20230113:1630,308.26,95.42,72.51,60.61,18.1,0.34,0.0
20230113:1730,328.74,99.9,77.64,61.95,18.71,0.41,0.0
20230113:1830,229.59,161.07,66.73,56.2,19.81,0.41,0.0
20230113:1930,189.89,115.48,48.54,46.06,19.49,0.28,0.0
20230113:2030,122.66,89.81,30.17,33.88,16.94,0.41,0.0
20230113:2130,78.24,57.73,15.82,20.75,16.22,0.34,0.0
20230113:2230,45.07,20.86,4.25,7.13,16.05,0.41,0.0
20230113:2330,0.0,0.0,0.0,0.0,14.52,0.14,0.0
20230114:0030,0.0,0.0,0.0,0.0,13.72,0.41,0.0
20230114:0130,0.0,0.0,0.0,0.0,13.41,0.48,0.0
20230114:0230,0.0,0.0,0.0,0.0,12.56,0.55,0.0
20230114:0330,0.0,0.0,0.0,0.0,12.61,0.34,0.0
20230114:0430,0.0,0.0,0.0,0.0,11.46,0.62,0.0
20230114:0530,0.0,0.0,0.0,0.0,11.06,0.69,0.0
20230114:0630,0.0,0.0,0.0,0.0,10.92,0.76,0.0
20230114:0730,0.0,0.0,0.0,0.0,11.4,0.62,0.0
20230114:0830,0.0,0.0,0.0,0.0,11.13,0.76,0.0
20230114:0930,0.0,0.0,0.0,0.0,10.89,0.9,0.0
20230114:1030,0.0,0.0,0.0,0.0,10.98,0.83,0.0
20230114:1130,0.0,4.97,1.39,2.15,11.03,0.83,0.0
20230114:1230,73.9,56.61,13.49,15.89,11.97,0.76,0.0
20230114:1330,132.55,105.37,31.34,29.26,13.37,0.83,0.0
20230114:1430,239.56,124.73,54.57,41.89,14.89,0.76,0.0
20230114:1530,271.71,107.16,64.08,53.0,16.54,0.76,0.0
20230114:1630,325.53,105.59,77.68,60.74,17.73,0.55,0.0
20230114:1730,255.16,146.39,71.76,62.14,18.77,0.55,0.0
20230114:1830,175.89,164.3,58.92,56.39,19.3,0.62,0.0
20230114:1930,110.95,161.72,45.55,46.23,18.09,0.48,0.0
20230114:2030,57.66,106.93,26.59,34.03,18.29,0.28,0.0
20230114:2130,0.11,32.62,6.55,20.87,17.15,0.62,0.0
20230114:2230,0.3,11.63,2.34,7.24,15.53,0.9,0.0
20230114:2330,0.0,0.0,0.0,0.0,14.42,0.62,0.0
20230115:0030,0.0,0.0,0.0,0.0,13.82,0.21,0.0
20230115:0130,0.0,0.0,0.0,0.0,13.61,0.14,0.0
20230115:0230,0.0,0.0,0.0,0.0,13.08,0.41,0.0
20230115:0330,0.0,0.0,0.0,0.0,12.7,0.55,0.0
20230115:0430,0.0,0.0,0.0,0.0,12.6,0.76,0.0
20230115:0530,0.0,0.0,0.0,0.0,12.56,0.76,0.0
20230115:0630,0.0,0.0,0.0,0.0,12.65,0.76,0.0
20230115:0730,0.0,0.0,0.0,0.0,12.26,0.41,0.0
20230115:0830,0.0,0.0,0.0,0.0,12.1,0.48,0.0
20230115:0930,0.0,0.0,0.0,0.0,11.59,0.55,0.0
20230115:1030,0.0,0.0,0.0,0.0,11.61,0.55,0.0
20230115:1130,0.0,4.98,1.4,2.09,10.73,0.76,0.0
20230115:1230,92.33,64.08,15.32,15.85,11.18,0.62,0.0
20230115:1330,158.41,106.76,34.0,29.24,13.54,0.83,0.0
20230115:1430,294.52,118.49,61.71,41.91,15.19,1.1,0.0
20230115:1530,297.88,91.72,66.62,53.07,17.5,1.24,0.0
20230115:1630,342.32,107.81,81.67,60.88,18.14,1.1,0.0
20230115:1730,320.82,80.03,74.16,62.33,19.45,1.1,0.0
20230115:1830,286.22,104.95,68.62,56.58,19.95,1.17,0.0
20230115:1930,233.7,100.73,53.44,46.4,19.72,1.03,0.0
20230115:2030,132.19,102.32,33.53,34.18,18.28,0.83,0.0
20230115:2130,117.12,60.86,19.07,21.0,17.28,0.62,0.0
20230115:2230,68.83,28.42,5.62,7.35,16.39,0.34,0.0
20230115:2330,0.0,0.0,0.0,0.0,15.64,0.48,0.0
20230116:0030,0.0,0.0,0.0,0.0,14.93,0.41,0.0
20230116:0130,0.0,0.0,0.0,0.0,14.12,0.41,0.0
20230116:0230,0.0,0.0,0.0,0.0,13.39,0.55,0.0
20230116:0330,0.0,0.0,0.0,0.0,13.36,0.55,0.0
20230116:0430,0.0,0.0,0.0,0.0,13.33,0.48,0.0
20230116:0530,0.0,0.0,0.0,0.0,13.55,0.41,0.0
20230116:0630,0.0,0.0,0.0,0.0,13.35,0.21,0.0
20230116:0730,0.0,0.0,0.0,0.0,12.74,1.03,0.0
20230116:0830,0.0,0.0,0.0,0.0,12.23,0.76,0.0
20230116:0930,0.0,0.0,0.0,0.0,11.74,0.83,0.0
20230116:1030,0.0,0.0,0.0,0.0,11.8,0.62,0.0
20230116:1130,0.0,6.14,1.72,2.03,11.2,0.69,0.0
20230116:1230,130.83,74.94,18.41,15.81,11.38,0.48,0.0
20230116:1330,226.38,111.67,41.39,29.23,13.51,0.48,0.0
20230116:1430,231.94,92.98,49.46,41.94,15.29,0.48,0.0
20230116:1530,324.51,132.75,77.72,53.14,16.49,0.41,0.0
20230116:1630,280.53,117.13,72.08,61.02,18.36,0.48,0.0
20230116:1730,258.53,106.49,67.01,62.53,19.27,0.41,0.0
20230116:1830,204.99,103.29,54.58,56.78,19.39,0.34,0.0
20230116:1930,221.69,101.4,52.08,46.58,17.99,0.28,0.0
20230116:2030,223.96,97.66,43.56,34.33,18.22,0.21,0.0
20230116:2130,113.19,71.93,20.53,21.13,17.91,0.41,0.0
20230116:2230,79.38,34.25,6.5,7.46,16.61,0.41,0.0
20230116:2330,0.0,0.0,0.0,-6.44,15.88,0.34,0.0
20230117:0030,0.0,0.0,0.0,0.0,14.83,0.48,0.0
20230117:0130,0.0,0.0,0.0,0.0,14.28,0.48,0.0
20230117:0230,0.0,0.0,0.0,0.0,14.1,0.41,0.0
20230117:0330,0.0,0.0,0.0,0.0,13.12,0.55,0.0
20230117:0430,0.0,0.0,0.0,0.0,12.55,0.55,0.0
20230117:0530,0.0,0.0,0.0,0.0,12.08,0.69,0.0
20230117:0630,0.0,0.0,0.0,0.0,11.8,0.69,0.0
20230117:0730,0.0,0.0,0.0,0.0,11.96,0.69,0.0
20230117:0830,0.0,0.0,0.0,0.0,11.78,0.76,0.0
20230117:0930,0.0,0.0,0.0,0.0,11.74,0.83,0.0
20230117:1030,0.0,0.0,0.0,0.0,11.72,0.76,0.0
20230117:1130,0.0,4.29,1.21,1.98,12.29,0.83,0.0
