Latitude (decimal degrees):	6.160
Longitude (decimal degrees):	-75.580
Elevation (m):	1618
Radiation database:	PVGIS-ERA5


Slope: 90 deg. 
Azimuth: -90 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230402:1630,89.68,153.0,86.97,80.85,20.08,0.76,0.0
20230402:1730,0.0,94.22,26.46,84.01,20.49,0.69,0.0
20230402:1830,0.0,111.91,31.44,69.17,20.93,0.55,0.0
20230402:1930,0.0,102.16,28.7,54.26,19.26,0.48,0.0
20230402:2030,0.0,73.21,20.56,39.35,18.72,0.62,0.0
20230402:2130,0.0,46.9,13.17,24.45,16.93,0.41,0.0
20230402:2230,0.0,15.09,4.24,9.56,15.92,0.55,0.0
20230402:2330,0.0,0.0,0.0,-5.3,15.44,0.83,0.0
20230403:0030,0.0,0.0,0.0,0.0,14.95,0.69,0.0
20230403:0130,0.0,0.0,0.0,0.0,14.45,0.97,0.0
20230403:0230,0.0,0.0,0.0,0.0,13.99,0.97,0.0
20230403:0330,0.0,0.0,0.0,0.0,13.5,0.9,0.0
20230403:0430,0.0,0.0,0.0,0.0,12.53,0.97,0.0
20230403:0530,0.0,0.0,0.0,0.0,12.3,0.76,0.0
20230403:0630,0.0,0.0,0.0,0.0,12.41,0.62,0.0
20230403:0730,0.0,0.0,0.0,0.0,11.49,0.97,0.0
20230403:0830,0.0,0.0,0.0,0.0,11.59,0.97,0.0
20230403:0930,0.0,0.0,0.0,0.0,11.24,0.9,0.0
20230403:1030,0.0,0.0,0.0,0.0,10.85,0.9,0.0
20230403:1130,0.0,10.89,3.06,6.48,10.67,0.9,0.0
20230403:1230,424.41,139.61,27.33,21.36,12.8,0.62,0.0
20230403:1330,454.92,168.75,50.38,36.26,15.48,0.83,0.0
20230403:1430,521.63,103.12,77.09,51.16,17.33,0.83,0.0
20230403:1530,355.7,80.07,93.21,66.08,19.56,0.9,0.0
20230403:1630,105.58,112.45,90.11,80.97,21.17,0.97,0.0
20230403:1730,0.0,58.71,16.49,84.0,21.85,0.9,0.0
20230403:1830,0.0,68.01,19.11,69.12,22.6,0.9,0.0
20230403:1930,0.0,50.48,14.18,54.21,22.28,0.62,0.0
20230403:2030,0.0,55.8,15.67,39.3,21.91,0.97,0.0
20230403:2130,0.0,43.5,12.22,24.4,20.8,1.1,0.0
20230403:2230,0.0,17.64,4.95,9.52,19.38,1.1,0.0
20230403:2330,0.0,0.0,0.0,-5.34,18.21,0.9,0.0
20230404:0030,0.0,0.0,0.0,0.0,16.58,0.62,0.0
20230404:0130,0.0,0.0,0.0,0.0,15.62,0.76,0.0
20230404:0230,0.0,0.0,0.0,0.0,14.24,0.69,0.0
20230404:0330,0.0,0.0,0.0,0.0,13.58,0.76,0.0
20230404:0430,0.0,0.0,0.0,0.0,13.12,0.76,0.0
20230404:0530,0.0,0.0,0.0,0.0,12.21,0.83,0.0
20230404:0630,0.0,0.0,0.0,0.0,11.81,0.76,0.0
20230404:0730,0.0,0.0,0.0,0.0,10.48,0.9,0.0
20230404:0830,0.0,0.0,0.0,0.0,10.04,0.9,0.0
20230404:0930,0.0,0.0,0.0,0.0,10.3,0.9,0.0
20230404:1030,0.0,0.0,0.0,0.0,10.07,0.97,0.0
20230404:1130,0.0,12.92,3.63,6.6,9.84,0.97,0.0
20230404:1230,239.31,129.59,22.98,21.47,12.26,0.69,0.0
20230404:1330,340.72,161.71,43.54,36.36,15.36,0.97,0.0
20230404:1430,412.33,185.58,74.79,51.26,17.49,0.97,0.0
20230404:1530,250.87,154.54,81.82,66.17,19.54,0.76,0.0
20230404:1630,78.0,152.28,80.16,81.08,20.29,0.62,0.0
20230404:1730,0.0,96.96,27.24,83.97,20.75,0.41,0.0
20230404:1830,0.0,119.72,33.63,69.06,21.38,0.34,0.0
20230404:1930,0.0,114.1,32.05,54.15,20.35,0.41,0.0
20230404:2030,0.0,64.28,18.06,39.25,19.25,0.28,0.0
20230404:2130,0.0,41.37,11.62,24.35,16.95,0.21,0.0
20230404:2230,0.0,14.15,3.97,9.48,16.04,0.21,0.0
20230404:2330,0.0,0.0,0.0,-5.37,15.3,0.14,0.0
20230405:0030,0.0,0.0,0.0,0.0,14.37,0.34,0.0
20230405:0130,0.0,0.0,0.0,0.0,14.13,0.41,0.0
20230405:0230,0.0,0.0,0.0,0.0,13.77,0.48,0.0
20230405:0330,0.0,0.0,0.0,0.0,13.33,0.21,0.0
20230405:0430,0.0,0.0,0.0,0.0,12.96,0.28,0.0
20230405:0530,0.0,0.0,0.0,0.0,12.38,0.41,0.0
20230405:0630,0.0,0.0,0.0,0.0,12.51,0.21,0.0
20230405:0730,0.0,0.0,0.0,0.0,12.31,0.55,0.0
20230405:0830,0.0,0.0,0.0,0.0,12.22,0.62,0.0
20230405:0930,0.0,0.0,0.0,0.0,11.68,0.69,0.0
20230405:1030,0.0,0.0,0.0,0.0,11.12,0.76,0.0
20230405:1130,0.0,10.54,2.96,6.71,10.71,0.76,0.0
20230405:1230,373.53,119.83,24.76,21.57,13.07,0.34,0.0
20230405:1330,436.76,140.34,46.74,36.45,15.4,0.28,0.0
20230405:1430,423.57,119.21,67.94,51.35,17.31,0.55,0.0
20230405:1530,245.95,91.37,70.76,66.26,18.55,0.69,0.0
20230405:1630,114.09,79.33,90.51,81.17,19.55,0.69,0.0
20230405:1730,0.0,69.94,19.64,83.91,20.88,0.55,0.0
20230405:1830,0.0,86.94,24.42,69.0,20.59,0.34,0.0
20230405:1930,0.0,78.41,22.02,54.09,21.0,0.28,0.0
20230405:2030,0.0,59.52,16.72,39.19,20.16,0.28,0.0
20230405:2130,0.0,36.38,10.22,24.3,18.4,0.07,0.0
20230405:2230,0.0,12.98,3.65,9.44,17.2,0.28,0.0
20230405:2330,0.0,0.0,0.0,-5.4,16.64,0.62,0.0
20230406:0030,0.0,0.0,0.0,0.0,16.19,0.34,0.0
20230406:0130,0.0,0.0,0.0,0.0,15.81,0.34,0.0
20230406:0230,0.0,0.0,0.0,0.0,15.09,0.21,0.0
20230406:0330,0.0,0.0,0.0,0.0,14.99,0.21,0.0
20230406:0430,0.0,0.0,0.0,0.0,14.59,0.21,0.0
20230406:0530,0.0,0.0,0.0,0.0,13.6,0.21,0.0
20230406:0630,0.0,0.0,0.0,0.0,13.24,0.14,0.0
20230406:0730,0.0,0.0,0.0,0.0,13.26,0.0,0.0
20230406:0830,0.0,0.0,0.0,0.0,12.97,0.21,0.0
20230406:0930,0.0,0.0,0.0,0.0,12.41,0.14,0.0
20230406:1030,0.0,0.0,0.0,0.0,12.11,0.34,0.0
20230406:1130,0.0,11.87,3.33,6.82,12.24,0.41,0.0
20230406:1230,207.08,83.04,17.57,21.67,13.13,0.28,0.0
20230406:1330,328.4,118.82,38.16,36.55,15.15,0.48,0.0
20230406:1430,214.63,119.66,44.84,51.44,16.7,0.48,0.0
20230406:1530,93.91,174.37,52.85,66.34,19.01,0.48,0.0
20230406:1630,30.23,138.72,47.06,81.25,17.45,0.62,0.0
20230406:1730,0.0,95.68,26.87,83.83,17.95,0.34,0.0
20230406:1830,0.0,114.95,32.29,68.93,17.67,0.28,0.0
20230406:1930,0.0,96.37,27.07,54.03,17.6,0.9,0.0
20230406:2030,0.0,76.11,21.38,39.13,16.98,1.03,0.0
20230406:2130,0.0,47.33,13.29,24.25,16.72,0.9,0.0
20230406:2230,0.0,14.13,3.97,9.39,15.96,1.1,0.0
20230406:2330,0.0,0.0,0.0,-5.43,14.42,0.62,0.0
20230407:0030,0.0,0.0,0.0,0.0,14.03,0.76,0.0
20230407:0130,0.0,0.0,0.0,0.0,13.4,0.83,0.0
20230407:0230,0.0,0.0,0.0,0.0,13.37,0.9,0.0
20230407:0330,0.0,0.0,0.0,0.0,13.4,0.83,0.0
20230407:0430,0.0,0.0,0.0,0.0,13.47,0.76,0.0
20230407:0530,0.0,0.0,0.0,0.0,13.48,0.69,0.0
20230407:0630,0.0,0.0,0.0,0.0,13.43,0.34,0.0
20230407:0730,0.0,0.0,0.0,0.0,13.44,0.76,0.0
20230407:0830,0.0,0.0,0.0,0.0,13.15,0.69,0.0
20230407:0930,0.0,0.0,0.0,0.0,13.11,0.62,0.0
20230407:1030,0.0,0.0,0.0,0.0,12.85,0.55,0.0
20230407:1130,0.0,4.63,1.3,6.93,12.81,0.9,0.0
20230407:1230,120.97,64.37,13.69,21.77,13.31,1.1,0.0
20230407:1330,164.16,104.47,27.5,36.64,13.68,1.38,0.0
20230407:1430,116.91,104.83,32.39,51.53,14.79,1.1,0.0
20230407:1530,143.74,134.76,56.17,66.42,15.59,1.1,0.0
20230407:1630,31.28,147.75,49.73,81.3,17.4,0.97,0.0
20230407:1730,0.0,108.17,30.39,83.73,17.28,1.1,0.0
20230407:1830,0.0,95.28,26.76,68.85,18.54,1.24,0.0
20230407:1930,0.0,92.26,25.91,53.96,18.94,1.1,0.0
20230407:2030,0.0,70.54,19.81,39.08,18.9,0.97,0.0
20230407:2130,0.0,39.05,10.97,24.2,17.77,1.1,0.0
20230407:2230,0.0,14.24,4.0,9.35,15.98,1.03,0.0
20230407:2330,0.0,0.0,0.0,-5.46,14.8,1.03,0.0
20230408:0030,0.0,0.0,0.0,0.0,14.32,0.83,0.0
20230408:0130,0.0,0.0,0.0,0.0,13.71,0.48,0.0
20230408:0230,0.0,0.0,0.0,0.0,13.9,0.55,0.0
20230408:0330,0.0,0.0,0.0,0.0,13.65,0.34,0.0
20230408:0430,0.0,0.0,0.0,0.0,13.67,0.48,0.0
20230408:0530,0.0,0.0,0.0,0.0,13.27,0.48,0.0
20230408:0630,0.0,0.0,0.0,0.0,12.79,0.55,0.0
20230408:0730,0.0,0.0,0.0,0.0,12.63,0.41,0.0
20230408:0830,0.0,0.0,0.0,0.0,12.53,0.48,0.0
20230408:0930,0.0,0.0,0.0,0.0,12.57,0.41,0.0
20230408:1030,0.0,0.0,0.0,0.0,12.71,0.28,0.0
20230408:1130,0.0,5.96,1.67,7.04,12.61,0.14,0.0
20230408:1230,77.88,41.44,9.56,21.87,13.3,0.14,0.0
20230408:1330,216.37,76.74,26.54,36.73,13.53,0.21,0.0
20230408:1430,122.54,85.68,29.82,51.61,15.12,0.28,0.0
20230408:1530,76.02,103.34,36.47,66.49,16.11,0.41,0.0
20230408:1630,42.11,133.44,54.24,81.34,16.78,0.48,0.0
20230408:1730,0.0,81.45,22.88,83.61,18.14,0.41,0.0
20230408:1830,0.0,97.28,27.32,68.77,18.7,0.34,0.0
20230408:1930,0.0,86.81,24.39,53.89,20.88,0.97,0.0
20230408:2030,0.0,57.96,16.28,39.02,20.59,0.62,0.0
20230408:2130,0.0,30.63,8.61,24.15,19.99,0.21,0.0
20230408:2230,0.0,13.49,3.79,9.31,18.82,0.28,0.0
20230408:2330,0.0,0.0,0.0,-5.48,17.6,0.48,0.0
20230409:0030,0.0,0.0,0.0,0.0,16.83,0.76,0.0
20230409:0130,0.0,0.0,0.0,0.0,15.87,0.69,0.0
20230409:0230,0.0,0.0,0.0,0.0,14.92,0.55,0.0
20230409:0330,0.0,0.0,0.0,0.0,14.54,0.55,0.0
20230409:0430,0.0,0.0,0.0,0.0,13.98,0.69,0.0
20230409:0530,0.0,0.0,0.0,0.0,13.54,0.76,0.0
20230409:0630,0.0,0.0,0.0,0.0,13.09,0.76,0.0
20230409:0730,0.0,0.0,0.0,0.0,12.92,0.62,0.0
20230409:0830,0.0,0.0,0.0,0.0,12.04,0.83,0.0
20230409:0930,0.0,0.0,0.0,0.0,11.78,0.69,0.0
20230409:1030,0.0,0.0,0.0,0.0,12.03,0.76,0.0
20230409:1130,0.0,10.89,3.06,7.15,11.83,0.83,0.0
20230409:1230,298.95,108.96,22.43,21.97,12.84,1.03,0.0
20230409:1330,436.35,103.1,43.44,36.82,14.86,0.97,0.0
20230409:1430,426.49,91.45,65.62,51.68,17.0,0.69,0.0
20230409:1530,274.43,89.64,78.04,66.55,18.54,0.83,0.0
20230409:1630,85.33,88.11,75.01,81.36,19.75,0.97,0.0
20230409:1730,0.0,62.83,17.65,83.47,19.67,0.69,0.0
20230409:1830,0.0,61.46,17.26,68.69,20.69,0.62,0.0
20230409:1930,0.0,42.51,11.94,53.82,20.69,0.83,0.0
20230409:2030,0.0,36.86,10.36,38.96,20.3,0.62,0.0
20230409:2130,0.0,30.62,8.6,24.1,18.84,0.41,0.0
20230409:2230,0.0,12.25,3.44,9.28,17.29,0.62,0.0
20230409:2330,0.0,0.0,0.0,-5.51,16.41,0.76,0.0
20230410:0030,0.0,0.0,0.0,0.0,15.82,0.69,0.0
20230410:0130,0.0,0.0,0.0,0.0,14.83,0.55,0.0
20230410:0230,0.0,0.0,0.0,0.0,13.91,0.62,0.0
20230410:0330,0.0,0.0,0.0,0.0,13.54,0.76,0.0
20230410:0430,0.0,0.0,0.0,0.0,12.67,0.83,0.0
20230410:0530,0.0,0.0,0.0,0.0,12.18,0.83,0.0
20230410:0630,0.0,0.0,0.0,0.0,11.68,0.9,0.0
20230410:0730,0.0,0.0,0.0,0.0,12.01,1.03,0.0
20230410:0830,0.0,0.0,0.0,0.0,12.33,0.9,0.0
20230410:0930,0.0,0.0,0.0,0.0,11.87,0.9,0.0
20230410:1030,0.0,0.0,0.0,0.0,12.21,1.1,0.0
20230410:1130,0.0,8.76,2.46,7.25,11.89,0.83,0.0
20230410:1230,265.07,108.65,21.75,22.06,13.0,0.97,0.0
20230410:1330,323.14,101.34,36.23,36.9,15.08,1.1,0.0
20230410:1430,309.96,129.49,57.15,51.76,16.44,0.97,0.0
20230410:1530,264.07,102.98,78.1,66.61,17.97,0.9,0.0
20230410:1630,94.37,93.72,83.19,81.37,19.83,0.69,0.0
20230410:1730,0.0,118.59,33.31,83.31,20.74,0.55,0.0
20230410:1830,0.0,102.39,28.76,68.6,19.34,0.9,0.0
20230410:1930,0.0,102.23,28.71,53.75,19.32,0.41,0.0
20230410:2030,0.0,67.75,19.03,38.9,18.89,0.28,0.0
20230410:2130,0.0,36.08,10.13,24.05,17.44,0.21,0.0
20230410:2230,0.0,9.72,2.73,9.24,16.18,0.41,0.0
20230410:2330,0.0,0.0,0.0,-5.54,15.51,0.34,0.0
20230411:0030,0.0,0.0,0.0,0.0,14.65,0.07,0.0
20230411:0130,0.0,0.0,0.0,0.0,14.26,0.21,0.0
20230411:0230,0.0,0.0,0.0,0.0,14.18,0.21,0.0
20230411:0330,0.0,0.0,0.0,0.0,12.98,0.48,0.0
20230411:0430,0.0,0.0,0.0,0.0,12.56,0.76,0.0
20230411:0530,0.0,0.0,0.0,0.0,12.3,0.83,0.0
20230411:0630,0.0,0.0,0.0,0.0,12.79,0.83,0.0
20230411:0730,0.0,0.0,0.0,0.0,12.32,0.9,0.0
20230411:0830,0.0,0.0,0.0,0.0,12.23,0.69,0.0
20230411:0930,0.0,0.0,0.0,0.0,12.53,0.62,0.0
20230411:1030,0.0,0.0,0.0,0.0,12.58,0.62,0.0
20230411:1130,0.0,11.05,3.1,7.35,12.84,0.55,0.0
20230411:1230,210.83,107.76,20.73,22.15,13.43,0.76,0.0
20230411:1330,190.96,131.72,32.94,36.98,14.58,0.62,0.0
20230411:1430,263.56,160.9,56.6,51.82,15.92,0.48,0.0
20230411:1530,253.53,125.99,79.7,66.65,17.77,0.41,0.0
20230411:1630,89.67,106.64,83.11,81.36,19.39,0.48,0.0
20230411:1730,0.0,66.63,18.71,83.14,20.2,0.34,0.0
20230411:1830,0.0,105.47,29.62,68.5,20.62,0.41,0.0
20230411:1930,0.0,86.1,24.19,53.68,19.54,0.76,0.0
20230411:2030,0.0,71.13,19.98,38.83,19.14,0.21,0.0
20230411:2130,0.0,43.27,12.16,24.0,18.27,0.41,0.0
20230411:2230,0.0,10.27,2.89,9.2,16.67,0.48,0.0
20230411:2330,0.0,0.0,0.0,-5.56,15.74,0.34,0.0
20230412:0030,0.0,0.0,0.0,0.0,15.36,0.55,0.0
20230412:0130,0.0,0.0,0.0,0.0,14.65,0.69,0.0
20230412:0230,0.0,0.0,0.0,0.0,14.07,0.76,0.0
20230412:0330,0.0,0.0,0.0,0.0,13.71,0.62,0.0
20230412:0430,0.0,0.0,0.0,0.0,13.61,0.83,0.0
20230412:0530,0.0,0.0,0.0,0.0,13.35,0.83,0.0
20230412:0630,0.0,0.0,0.0,0.0,13.22,0.76,0.0
20230412:0730,0.0,0.0,0.0,0.0,13.06,0.55,0.0
20230412:0830,0.0,0.0,0.0,0.0,12.72,0.55,0.0
20230412:0930,0.0,0.0,0.0,0.0,12.34,0.69,0.0
20230412:1030,0.0,0.0,0.0,0.0,12.1,0.55,0.0
20230412:1130,0.0,12.92,3.63,7.46,12.13,0.62,0.0
20230412:1230,161.66,107.39,20.1,22.24,13.56,0.69,0.0
20230412:1330,338.01,160.4,44.15,37.06,15.25,0.62,0.0
20230412:1430,295.55,162.49,60.38,51.89,17.18,0.41,0.0
20230412:1530,245.58,153.25,82.59,66.7,19.07,0.34,0.0
20230412:1630,97.81,93.85,87.07,81.33,20.6,0.55,0.0
20230412:1730,0.0,103.17,28.98,82.95,21.58,0.55,0.0
20230412:1830,0.0,104.68,29.4,68.4,21.99,0.34,0.0
20230412:1930,0.0,79.71,22.39,53.6,20.66,0.48,0.0
20230412:2030,0.0,77.41,21.74,38.77,18.09,0.55,0.0
20230412:2130,0.0,25.79,7.24,23.95,17.85,0.62,0.0
20230412:2230,0.0,16.68,4.68,9.16,17.05,0.55,0.0
20230412:2330,0.0,0.0,0.0,-5.58,16.6,0.9,0.0
20230413:0030,0.0,0.0,0.0,0.0,15.48,0.62,0.0
20230413:0130,0.0,0.0,0.0,0.0,15.05,0.48,0.0
20230413:0230,0.0,0.0,0.0,0.0,14.11,0.69,0.0
20230413:0330,0.0,0.0,0.0,0.0,13.47,0.76,0.0
20230413:0430,0.0,0.0,0.0,0.0,12.56,0.9,0.0
20230413:0530,0.0,0.0,0.0,0.0,12.39,0.97,0.0
20230413:0630,0.0,0.0,0.0,0.0,11.9,0.9,0.0
20230413:0730,0.0,0.0,0.0,0.0,12.39,0.69,0.0
20230413:0830,0.0,0.0,0.0,0.0,12.13,0.69,0.0
20230413:0930,0.0,0.0,0.0,0.0,12.15,0.69,0.0
20230413:1030,0.0,0.0,0.0,0.0,12.39,0.48,0.0
20230413:1130,0.0,15.5,4.35,7.55,12.3,0.48,0.0
20230413:1230,301.01,123.3,24.18,22.33,13.57,0.62,0.0
20230413:1330,437.46,169.61,50.92,37.13,15.52,0.62,0.0
20230413:1430,431.56,151.95,74.63,51.95,17.66,0.55,0.0
20230413:1530,296.98,79.51,82.84,66.73,20.09,0.62,0.0
20230413:1630,101.36,87.56,89.09,81.28,21.14,0.55,0.0
20230413:1730,0.0,129.46,36.36,82.75,22.06,0.55,0.0
20230413:1830,0.0,109.77,30.84,68.3,21.5,0.62,0.0
20230413:1930,0.0,73.43,20.62,53.52,19.06,0.62,0.0
20230413:2030,0.0,61.04,17.14,38.71,18.15,0.69,0.0
20230413:2130,0.0,31.76,8.92,23.91,17.8,0.62,0.0
20230413:2230,0.0,10.72,3.01,9.13,16.35,0.34,0.0
20230413:2330,0.0,0.0,0.0,-5.61,15.82,0.28,0.0
20230414:0030,0.0,0.0,0.0,0.0,15.44,0.69,0.0
20230414:0130,0.0,0.0,0.0,0.0,14.9,0.69,0.0
20230414:0230,0.0,0.0,0.0,0.0,14.21,0.83,0.0
20230414:0330,0.0,0.0,0.0,0.0,13.74,0.83,0.0
20230414:0430,0.0,0.0,0.0,0.0,13.2,0.9,0.0
20230414:0530,0.0,0.0,0.0,0.0,12.8,0.76,0.0
20230414:0630,0.0,0.0,0.0,0.0,12.21,0.69,0.0
20230414:0730,0.0,0.0,0.0,0.0,12.11,0.62,0.0
20230414:0830,0.0,0.0,0.0,0.0,12.12,0.62,0.0
20230414:0930,0.0,0.0,0.0,0.0,12.5,0.55,0.0
20230414:1030,0.0,0.0,0.0,0.0,12.18,0.55,0.0
20230414:1130,0.0,11.71,3.29,7.65,12.47,0.41,0.0
20230414:1230,191.61,91.15,18.67,22.41,13.49,0.28,0.0
20230414:1330,312.94,134.69,39.95,37.2,15.22,0.48,0.0
20230414:1430,275.03,159.58,58.01,52.0,17.09,0.48,0.0
20230414:1530,160.25,170.56,66.91,66.76,18.67,0.55,0.0
20230414:1630,54.83,164.58,71.1,81.22,19.78,0.41,0.0
20230414:1730,0.0,133.7,37.55,82.54,20.57,0.69,0.0
20230414:1830,0.0,111.07,31.2,68.19,20.79,0.55,0.0
20230414:1930,0.0,92.12,25.87,53.44,20.25,0.34,0.0
20230414:2030,0.0,84.07,23.61,38.65,18.63,0.97,0.0
20230414:2130,0.0,33.89,9.52,23.86,17.06,0.34,0.0
20230414:2230,0.0,7.14,2.0,9.09,16.42,0.21,0.0
20230414:2330,0.0,0.0,0.0,-5.63,15.6,0.76,0.0
20230415:0030,0.0,0.0,0.0,0.0,15.03,0.48,0.0
20230415:0130,0.0,0.0,0.0,0.0,14.74,0.21,0.0
20230415:0230,0.0,0.0,0.0,0.0,14.29,0.28,0.0
20230415:0330,0.0,0.0,0.0,0.0,13.33,0.55,0.0
20230415:0430,0.0,0.0,0.0,0.0,13.12,0.62,0.0
20230415:0530,0.0,0.0,0.0,0.0,13.22,0.55,0.0
20230415:0630,0.0,0.0,0.0,0.0,13.16,0.48,0.0
20230415:0730,0.0,0.0,0.0,0.0,13.18,0.62,0.0
20230415:0830,0.0,0.0,0.0,0.0,13.22,0.62,0.0
20230415:0930,0.0,0.0,0.0,0.0,13.34,0.69,0.0
20230415:1030,0.0,0.0,0.0,0.0,13.42,0.55,0.0
20230415:1130,0.0,11.57,3.25,7.75,13.17,0.69,0.0
20230415:1230,67.66,72.71,14.49,22.5,13.96,0.76,0.0
20230415:1330,109.92,125.73,28.65,37.27,14.97,0.69,0.0
20230415:1430,109.35,170.63,43.21,52.05,16.44,0.55,0.0
20230415:1530,80.21,163.86,48.97,66.78,17.83,0.34,0.0
20230415:1630,48.11,186.71,71.02,81.14,18.36,0.34,0.0
20230415:1730,0.0,134.55,37.8,82.33,19.78,0.62,0.0
20230415:1830,0.0,108.26,30.41,68.08,20.07,0.62,0.0
20230415:1930,0.0,90.26,25.36,53.36,19.36,0.62,0.0
20230415:2030,0.0,75.13,21.11,38.58,18.38,0.76,0.0
20230415:2130,0.0,44.3,12.44,23.81,17.74,0.41,0.0
20230415:2230,0.0,8.12,2.28,9.06,16.5,0.34,0.0
20230415:2330,0.0,0.0,0.0,-5.64,15.21,0.48,0.0
20230416:0030,0.0,0.0,0.0,0.0,14.56,0.55,0.0
20230416:0130,0.0,0.0,0.0,0.0,14.22,0.55,0.0
20230416:0230,0.0,0.0,0.0,0.0,14.07,0.34,0.0
20230416:0330,0.0,0.0,0.0,0.0,14.41,0.34,0.0
20230416:0430,0.0,0.0,0.0,0.0,14.35,0.21,0.0
20230416:0530,0.0,0.0,0.0,0.0,14.13,0.34,0.0
20230416:0630,0.0,0.0,0.0,0.0,14.2,0.41,0.0
20230416:0730,0.0,0.0,0.0,0.0,13.99,0.21,0.0
20230416:0830,0.0,0.0,0.0,0.0,14.14,0.21,0.0
20230416:0930,0.0,0.0,0.0,0.0,13.86,0.21,0.0
20230416:1030,0.0,0.0,0.0,0.0,14.0,0.41,0.0
20230416:1130,0.0,9.56,2.69,7.84,13.62,0.69,0.0
20230416:1230,54.96,65.89,13.29,22.58,14.37,0.76,0.0
20230416:1330,19.34,69.8,14.9,37.34,14.88,0.55,0.0
20230416:1430,19.94,108.05,23.58,52.1,15.94,0.55,0.0
20230416:1530,26.52,113.48,28.35,66.8,16.05,0.48,0.0
20230416:1630,0.22,102.05,20.63,81.05,16.71,0.34,0.0
20230416:1730,0.0,66.91,18.79,82.1,16.22,0.48,0.0
20230416:1830,0.0,64.86,18.22,67.97,16.37,0.62,0.0
20230416:1930,0.0,64.26,18.05,53.28,16.14,0.83,0.0
20230416:2030,0.0,57.14,16.05,38.52,16.06,0.9,0.0
20230416:2130,0.0,30.37,8.53,23.76,15.76,0.62,0.0
20230416:2230,0.0,8.4,2.36,9.02,15.58,0.48,0.0
20230416:2330,0.0,0.0,0.0,-5.66,15.13,0.55,0.0
20230417:0030,0.0,0.0,0.0,0.0,14.65,0.55,0.0
20230417:0130,0.0,0.0,0.0,0.0,14.3,0.41,0.0
20230417:0230,0.0,0.0,0.0,0.0,14.07,0.28,0.0
20230417:0330,0.0,0.0,0.0,0.0,14.07,0.21,0.0
20230417:0430,0.0,0.0,0.0,0.0,13.98,0.14,0.0
20230417:0530,0.0,0.0,0.0,0.0,13.9,0.28,0.0
20230417:0630,0.0,0.0,0.0,0.0,13.71,0.34,0.0
20230417:0730,0.0,0.0,0.0,0.0,13.06,0.34,0.0
20230417:0830,0.0,0.0,0.0,0.0,12.94,0.21,0.0
20230417:0930,0.0,0.0,0.0,0.0,12.63,0.28,0.0
20230417:1030,0.0,0.0,0.0,-6.73,12.57,0.07,0.0
20230417:1130,0.0,12.16,3.42,7.93,12.45,0.07,0.0
20230417:1230,163.98,107.38,20.36,22.65,13.7,0.21,0.0
20230417:1330,184.74,110.99,30.04,37.4,14.0,0.34,0.0
20230417:1430,299.44,145.25,59.08,52.14,16.15,0.34,0.0
20230417:1530,183.8,159.84,70.78,66.8,17.96,0.55,0.0
20230417:1630,43.9,179.46,67.15,80.95,18.99,0.69,0.0
20230417:1730,0.0,78.07,21.93,81.87,19.63,0.97,0.0
20230417:1830,0.0,76.84,21.59,67.85,20.89,0.9,0.0
20230417:1930,0.0,83.23,23.38,53.2,20.09,0.83,0.0
20230417:2030,0.0,50.34,14.14,38.46,20.28,0.62,0.0
20230417:2130,0.0,29.78,8.37,23.71,18.56,0.69,0.0
20230417:2230,0.0,14.33,4.02,8.99,17.19,0.28,0.0
20230417:2330,0.0,0.0,0.0,-5.68,16.47,0.41,0.0
20230418:0030,0.0,0.0,0.0,0.0,15.75,0.41,0.0
20230418:0130,0.0,0.0,0.0,0.0,15.08,0.62,0.0
20230418:0230,0.0,0.0,0.0,0.0,14.46,0.41,0.0
20230418:0330,0.0,0.0,0.0,0.0,14.35,0.21,0.0
20230418:0430,0.0,0.0,0.0,0.0,14.04,0.41,0.0
20230418:0530,0.0,0.0,0.0,0.0,13.42,0.28,0.0
20230418:0630,0.0,0.0,0.0,0.0,14.0,0.21,0.0
20230418:0730,0.0,0.0,0.0,0.0,12.86,0.28,0.0
20230418:0830,0.0,0.0,0.0,0.0,13.15,0.21,0.0
20230418:0930,0.0,0.0,0.0,0.0,12.76,0.0,0.0
20230418:1030,0.0,0.0,0.0,-6.63,12.62,0.0,0.0
20230418:1130,0.0,9.59,2.7,8.02,12.56,0.07,0.0
20230418:1230,107.01,88.29,17.26,22.72,12.97,0.0,0.0
20230418:1330,142.23,149.14,33.72,37.45,14.2,0.41,0.0
20230418:1430,94.46,177.3,43.17,52.17,16.14,0.62,0.0
20230418:1530,55.9,186.83,48.46,66.81,16.75,0.55,0.0
20230418:1630,42.01,179.12,65.98,80.83,17.81,0.55,0.0
20230418:1730,0.0,140.94,39.59,81.63,18.92,0.69,0.0
20230418:1830,0.0,126.29,35.47,67.73,19.6,0.62,0.0
20230418:1930,0.0,82.33,23.12,53.11,19.76,0.62,0.0
20230418:2030,0.0,77.93,21.89,38.4,19.3,0.48,0.0
20230418:2130,0.0,32.59,9.16,23.67,18.85,0.28,0.0
20230418:2230,0.0,10.45,2.94,8.96,17.83,0.34,0.0
20230418:2330,0.0,0.0,0.0,-5.69,16.41,0.34,0.0
20230419:0030,0.0,0.0,0.0,0.0,15.5,0.41,0.0
20230419:0130,0.0,0.0,0.0,0.0,15.06,0.14,0.0
20230419:0230,0.0,0.0,0.0,0.0,14.05,0.41,0.0
